N-gram,Count 
myraincoat ? yes,1
it s blue,1
s blue .,1
blue . she,1
paused . why,1
have a black,1
a black one,1
black one ?,1
one ? no,1
no . why,1
do you ever,1
you ever wear,1
ever wear slacks,1
slacks ? hardly,1
? hardly ever,1
hardly ever .,1
ever . but,1
. but sometimes,1
but sometimes you,1
sometimes you do,1
you do wear,1
do wear slacks,1
slacks ? only,1
? only in,1
only in the,1
in the house,1
the house sometimes,1
house sometimes .,1
sometimes . when,1
. when i,1
i m cleaning,1
m cleaning .,1
cleaning . i,1
. i never,1
i never wear,1
never wear them,1
wear them in,1
them in the,1
street . where,1
. where i,1
where i was,1
i was raised,1
"was raised ,",1
"raised , in",1
", in atlanta",1
"in atlanta ,",1
"atlanta , a",1
", a girl",1
a girl wore,1
girl wore dresses,1
wore dresses and,1
dresses and skirts,1
and skirts and,1
skirts and pretty,1
and pretty things,1
pretty things .,1
things . do,1
you have an,1
have an umbrella,1
"umbrella , mrs",1
do . what,1
. what color,1
it ? red,1
? red .,1
red . i,1
think i understand,1
i understand all,1
understand all this,1
"this , detective",1
detective carella .,1
carella . mrs,1
"androvich , i",1
", i wonder",1
wonder if we,1
if we could,1
we could see,1
could see the,1
see the raincoat,1
the raincoat and,1
raincoat and the,1
and the umbrella,1
umbrella . what,1
. what for,1
what for ?,1
for ? well,1
", we d",1
we d like,1
like to .,1
to . she,1
. she stared,1
at carella and,1
carella and then,1
and then turned,1
then turned her,1
turned her puzzled,1
her puzzled gaze,1
puzzled gaze on,1
gaze on kling,1
on kling .,1
kling . all,1
last . would,1
would you come,1
you come into,1
come into the,1
into the bedroom,1
"bedroom , please",1
please ? they,1
? they followed,1
they followed her,1
followed her into,1
her into the,1
into the other,1
the other room,1
other room .,1
room . i,1
. i haven,1
haven t made,1
t made the,1
made the bed,1
the bed yet,1
"bed yet ,",1
"yet , you",1
you ll have,1
have to forgive,1
to forgive the,1
forgive the appearance,1
the appearance of,1
appearance of the,1
of the house,1
the house .,1
house . she,1
. she pulled,1
she pulled the,1
pulled the blanket,1
the blanket up,1
blanket up over,1
up over the,1
over the rumpled,1
the rumpled sheets,1
rumpled sheets as,1
sheets as she,1
as she passed,1
she passed the,1
passed the bed,1
the bed on,1
bed on the,1
way to the,1
to the closet,1
the closet .,1
closet . she,1
. she threw,1
she threw open,1
threw open the,1
open the closet,1
the closet door,1
closet door and,1
door and said,1
"said , there",1
s the raincoat,1
the raincoat .,1
raincoat . and,1
. and there,1
and there s,1
s the umbrella,1
umbrella . the,1
. the raincoat,1
the raincoat was,1
raincoat was blue,1
was blue .,1
blue . the,1
. the umbrella,1
the umbrella was,1
umbrella was red,1
was red .,1
red . thank,1
you have your,1
have your meat,1
your meat delivered,1
"meat delivered ,",1
"delivered , too",1
"too , mrs",1
androvich ? my,1
? my what,1
my what ?,1
what ? meat,1
? meat .,1
meat . from,1
from the butcher,1
the butcher .,1
butcher . yes,1
do . detective,1
. detective carella,1
"detective carella ,",1
"carella , would",1
would you mind,1
you mind please,1
mind please telling,1
please telling me,1
telling me what,1
me what this,1
about ? all,1
? all these,1
all these questions,1
"these questions ,",1
"questions , you",1
", you make",1
you make it,1
make it sound,1
it sound as,1
sound as if,1
as if well,1
"if well ,",1
s just routine,1
"just routine ,",1
"routine , mrs",1
mrs . andovich,1
". andovich ,",1
"andovich , that",1
. just trying,1
just trying to,1
trying to learn,1
to learn a,1
learn a little,1
a little about,1
little about your,1
husband s habits,1
"s habits ,",1
"habits , that",1
all . what,1
what s my,1
s my raincoat,1
my raincoat and,1
raincoat and my,1
and my umbrella,1
my umbrella got,1
umbrella got to,1
with karl s,1
karl s habits,1
s habits ?,1
habits ? well,1
know . no,1
know . do,1
"cleaver , mrs",1
androvich ? she,1
? she stared,1
at carella a,1
carella a long,1
long time before,1
time before answering,1
before answering .,1
answering . then,1
. then she,1
then she said,1
s that got,1
that got to,1
with karl ?,1
karl ? carella,1
? carella did,1
carella did not,1
answer . is,1
. is karl,1
is karl dead,1
karl dead ?,1
dead ? she,1
said . is,1
? he did,1
answer . did,1
. did someone,1
did someone use,1
someone use a,1
cleaver on him,1
on him ?,1
him ? is,1
it ? we,1
? we don,1
"know , mrs",1
think i did,1
i did it,1
did it ?,1
you re saying,1
re saying ?,1
saying ? we,1
? we have,1
we have no,1
have no knowledge,1
no knowledge whatever,1
knowledge whatever about,1
whatever about your,1
husband s whereabouts,1
"s whereabouts ,",1
"whereabouts , mrs",1
androvich . dead,1
. dead or,1
or alive .,1
alive . this,1
is all routine,1
all routine .,1
routine . routine,1
". routine ,",1
"routine , huh",1
huh ? what,1
? what happened,1
happened ? did,1
? did someone,1
did someone wearing,1
someone wearing a,1
wearing a raincoat,1
a raincoat and,1
raincoat and carrying,1
and carrying an,1
carrying an umbrella,1
an umbrella hit,1
umbrella hit my,1
hit my husband,1
my husband with,1
husband with a,1
with a cleaver,1
a cleaver ?,1
cleaver ? is,1
that what happened,1
happened ? no,1
"no , mrs",1
meat cleaver ?,1
cleaver ? yes,1
"do , she",1
it s in,1
s in the,1
kitchen . would,1
you like to,1
like to see,1
to see it,1
see it ?,1
it ? maybe,1
? maybe you,1
maybe you can,1
you can find,1
can find some,1
find some of,1
some of karl,1
of karl s,1
karl s skull,1
s skull on,1
skull on it,1
on it .,1
it . isn,1
what you d,1
you d like,1
like to find,1
to find ?,1
find ? this,1
? this is,1
this is just,1
just a routine,1
a routine investigation,1
"routine investigation ,",1
"investigation , mrs",1
androvich . are,1
. are all,1
are all detectives,1
all detectives as,1
detectives as subtle,1
as subtle as,1
subtle as you,1
as you ?,1
? she wanted,1
she wanted to,1
know . i,1
i m sorry,1
m sorry if,1
sorry if i,1
if i ve,1
i ve upset,1
ve upset you,1
"upset you ,",1
androvich . may,1
. may i,1
may i see,1
i see that,1
see that cleaver,1
that cleaver ?,1
cleaver ? if,1
? if it,1
if it s,1
not too much,1
too much trouble,1
much trouble .,1
trouble . this,1
. this way,1
"this way ,",1
"way , she",1
she said coldly,1
"said coldly ,",1
"coldly , and",1
and she led,1
she led them,1
led them out,1
them out of,1
of the bedroom,1
"bedroom , through",1
", through the",1
through the living,1
", and into",1
and into the,1
kitchen . the,1
. the cleaver,1
the cleaver was,1
cleaver was a,1
a small one,1
"small one ,",1
"one , its",1
", its cutting",1
its cutting edge,1
cutting edge dull,1
edge dull and,1
dull and nicked,1
and nicked .,1
nicked . that,1
"it , she",1
to take this,1
take this with,1
this with me,1
"with me ,",1
"me , if",1
if you don,1
don t mind,1
"t mind ,",1
"mind , carella",1
? what kind,1
kind of candy,1
of candy did,1
candy did your,1
did your husband,1
your husband bring,1
husband bring you,1
bring you on,1
you on valentine,1
"s day ,",1
"day , mrs",1
androvich ? nuts,1
? nuts .,1
nuts . fruits,1
. fruits .,1
fruits . a,1
. a mixed,1
a mixed assortment,1
mixed assortment .,1
assortment . from,1
. from where,1
from where ?,1
where ? who,1
? who made,1
who made the,1
made the candy,1
the candy ?,1
candy ? i,1
don t remember,1
t remember .,1
remember . was,1
it a large,1
a large box,1
large box ?,1
box ? a,1
? a pound,1
a pound .,1
pound . but,1
but you called,1
you called it,1
called it a,1
it a big,1
of candy when,1
candy when you,1
you first spoke,1
first spoke of,1
spoke of it,1
it . you,1
said there was,1
table when you,1
when you woke,1
you woke up,1
up . isn,1
what you said,1
you said ?,1
said ? yes,1
in the shape,1
the shape of,1
shape of a,1
of a heart,1
heart . it,1
. it looked,1
it looked big,1
looked big to,1
big to me,1
to me .,1
me . but,1
only a pound,1
a pound box,1
pound box of,1
"of candy ,",1
"candy , is",1
and the dozen,1
the dozen red,1
roses ? when,1
? when did,1
when did they,1
did they arrive,1
they arrive ?,1
arrive ? at,1
? at about,1
at about six,1
about six a,1
six a .,1
m . and,1
and you put,1
you put them,1
a vase ?,1
vase ? yes,1
have a vase,1
a vase big,1
vase big enough,1
a dozen roses,1
dozen roses ?,1
course i do,1
do . karl,1
. karl was,1
karl was always,1
was always bringing,1
always bringing me,1
bringing me flowers,1
me flowers .,1
flowers . so,1
i bought a,1
bought a vase,1
a vase one,1
vase one day,1
one day .,1
day . big,1
. big enough,1
"roses , right",1
yes . theywere,1
. theywere red,1
theywere red roses,1
"roses , a",1
a dozen of,1
dozen of them,1
of them ?,1
them ? yes,1
yes . nowhite,1
. nowhite ones,1
nowhite ones ?,1
ones ? just,1
? just a,1
just a dozen,1
"yes , a",1
roses . all,1
. all red,1
all red .,1
red . and,1
and i put,1
vase . you,1
you said two,1
said two dozen,1
"two dozen ,",1
"dozen , mrs",1
androvich . when,1
. when you,1
you first mentioned,1
first mentioned them,1
"mentioned them ,",1
"them , you",1
", you said",1
said there were,1
there were two,1
were two dozen,1
dozen . what,1
what ? two,1
? two dozen,1
. i were,1
i were there,1
there any flowers,1
any flowers at,1
flowers at all,1
"all , mrs",1
"yes , there",1
", there were",1
there were flowers,1
were flowers .,1
flowers . i,1
must have made,1
have made a,1
made a mistake,1
a mistake .,1
mistake . it,1
only a dozen,1
a dozen .,1
dozen . not,1
. not two,1
not two dozen,1
must have been,1
have been thinking,1
been thinking of,1
thinking of something,1
of something else,1
something else .,1
else . was,1
. was there,1
was there candy,1
"there candy ,",1
"candy , mrs",1
of course there,1
course there was,1
there was candy,1
was candy .,1
candy . yes,1
and you didn,1
t quarrel at,1
quarrel at the,1
at the breakfast,1
breakfast table .,1
table . why,1
you report his,1
report his absence,1
his absence until,1
absence until the,1
until the next,1
the next day,1
next day ?,1
day ? because,1
? because i,1
because i thought,1
i thought had,1
thought had he,1
had he ever,1
he ever wandered,1
ever wandered off,1
wandered off before,1
off before ?,1
before ? no,1
he then this,1
then this was,1
this was rather,1
was rather unusual,1
rather unusual for,1
unusual for him,1
"him , wasn",1
", wasn t",1
wasn t it,1
"yes , but",1
but then why,1
then why didn,1
you report it,1
report it immediately,1
it immediately ?,1
immediately ? i,1
thought he d,1
he d come,1
d come back,1
come back .,1
back . or,1
or did you,1
did you think,1
you think he,1
think he had,1
he had reason,1
had reason for,1
reason for staying,1
for staying away,1
staying away ?,1
away ? what,1
? what reason,1
what reason ?,1
reason ? you,1
? you tell,1
you tell me,1
"tell me ,",1
"me , mrs",1
androvich . the,1
the room went,1
room went silent,1
silent . there,1
was no reason,1
"no reason ,",1
"reason , she",1
last . my,1
my husband loved,1
husband loved me,1
loved me .,1
me . there,1
was a box,1
a box of,1
the table in,1
table in the,1
the morning .,1
morning . a,1
. a heart,1
. the florist,1
the florist delivered,1
florist delivered a,1
delivered a dozen,1
red roses at,1
roses at six,1
at six o,1
six o clock,1
o clock .,1
clock . karl,1
. karl kissed,1
karl kissed me,1
kissed me goodbye,1
me goodbye and,1
goodbye and left,1
left . and,1
haven t seen,1
t seen him,1
seen him since,1
since . give,1
. give mrs,1
give mrs .,1
. androvich a,1
androvich a receipt,1
a receipt for,1
receipt for this,1
for this meat,1
this meat cleaver,1
"cleaver , bert",1
", bert ,",1
"bert , carella",1
thank you very,1
very much for,1
much for the,1
for the coffee,1
the coffee and,1
coffee and rolls,1
and rolls .,1
rolls . and,1
and for your,1
your time .,1
time . you,1
you were very,1
were very kind,1
very kind .,1
kind . as,1
as they went,1
they went out,1
"went out ,",1
"out , she",1
"said , heis",1
", heis dead",1
"heis dead ,",1
"dead , isn",1
isn t he,1
t he ?,1
he ? claire,1
? claire townsend,1
claire townsend was,1
townsend was easily,1
was easily as,1
easily as tall,1
as tall as,1
tall as meg,1
as meg androvich,1
"meg androvich ,",1
"androvich , but",1
but the similarity,1
the similarity between,1
similarity between the,1
between the two,1
the two girls,1
two girls ended,1
girls ended there,1
ended there .,1
there . meg,1
meg was skinny,1
was skinny or,1
"skinny or ,",1
"or , if",1
if you prefer,1
"you prefer ,",1
"prefer , willowy",1
", willowy claire",1
willowy claire was,1
claire was richly,1
was richly endowed,1
richly endowed with,1
endowed with flesh,1
with flesh that,1
flesh that padded,1
that padded the,1
padded the big,1
the big bones,1
big bones of,1
bones of her,1
of her body,1
her body .,1
body . meg,1
in the fashion,1
the fashion model,1
fashion model tradition,1
"model tradition ,",1
"tradition , was",1
", was flat",1
was flat chested,1
flat chested .,1
chested . claire,1
. claire was,1
claire was not,1
was not one,1
not one of,1
of those overextended,1
those overextended cow,1
overextended cow like,1
cow like creatures,1
"like creatures ,",1
"creatures , but",1
", but she",1
but she was,1
she was rightfully,1
was rightfully proud,1
rightfully proud of,1
proud of a,1
of a bosom,1
a bosom capable,1
bosom capable of,1
capable of filling,1
of filling a,1
filling a man,1
man s hand,1
s hand .,1
hand . meg,1
meg was a,1
was a blue,1
a blue eyed,1
blue eyed blonde,1
eyed blonde .,1
blonde . claire,1
claire s eyes,1
s eyes were,1
eyes were brown,1
were brown and,1
brown and her,1
and her hair,1
her hair was,1
hair was as,1
as black as,1
black as sin,1
as sin .,1
sin . meg,1
", in short",1
"short , gave",1
", gave the",1
gave the impression,1
the impression of,1
impression of someone,1
of someone living,1
someone living in,1
living in the,1
in the pallor,1
the pallor of,1
pallor of a,1
of a hospital,1
a hospital sickroom,1
hospital sickroom claire,1
sickroom claire looked,1
claire looked like,1
looked like a,1
like a girl,1
a girl who,1
girl who would,1
who would be,1
would be at,1
be at home,1
at home on,1
home on a,1
on a sun,1
a sun washed,1
sun washed haystack,1
washed haystack .,1
haystack . there,1
was one other,1
one other difference,1
other difference .,1
difference . bert,1
. bert kling,1
bert kling was,1
kling was madly,1
was madly in,1
madly in love,1
love with claire,1
with claire .,1
claire . she,1
. she kissed,1
she kissed him,1
kissed him the,1
him the moment,1
moment he entered,1
he entered the,1
entered the apartment,1
apartment . she,1
wearing black slacks,1
black slacks and,1
slacks and a,1
and a wide,1
"a wide ,",1
"wide , white",1
", white ,",1
"white , smock",1
", smock like",1
smock like blouse,1
like blouse that,1
blouse that ended,1
that ended just,1
ended just below,1
just below her,1
below her waist,1
her waist .,1
waist . what,1
. what kept,1
what kept you,1
said . florists,1
". florists ,",1
"florists , he",1
", he answered",1
he answered .,1
answered . you,1
. you bought,1
you bought me,1
bought me flowers,1
me flowers ?,1
flowers ? no,1
. a lady,1
a lady we,1
lady we talked,1
talked to said,1
to said her,1
said her husband,1
her husband bought,1
husband bought her,1
bought her a,1
her a dozen,1
roses . we,1
we checked about,1
checked about ten,1
about ten florists,1
ten florists in,1
florists in the,1
in the immediate,1
the immediate and,1
immediate and surrounding,1
and surrounding neighborhoods,1
surrounding neighborhoods .,1
neighborhoods . result,1
. result ?,1
result ? no,1
? no red,1
no red roses,1
red roses on,1
roses on valentine,1
day . not,1
. not to,1
not to mrs,1
to mrs .,1
mrs . karl,1
. karl androvich,1
"karl androvich ,",1
"androvich , anyway",1
anyway . so,1
? so steve,1
so steve carella,1
steve carella is,1
carella is uncanny,1
is uncanny .,1
uncanny . can,1
can i take,1
i take off,1
take off my,1
off my shoes,1
my shoes ?,1
shoes ? go,1
? go ahead,1
ahead . i,1
i bought two,1
bought two steaks,1
two steaks .,1
steaks . do,1
do you feel,1
you feel like,1
feel like steaks,1
like steaks ?,1
steaks ? later,1
later . how,1
. how is,1
how is carella,1
is carella uncanny,1
carella uncanny ?,1
uncanny ? well,1
", he lit",1
he lit into,1
lit into this,1
into this skinny,1
"this skinny ,",1
"skinny , pathetic",1
", pathetic dame",1
pathetic dame as,1
dame as if,1
he were going,1
were going to,1
going to rip,1
to rip all,1
rip all the,1
all the flesh,1
the flesh from,1
flesh from her,1
from her bones,1
her bones .,1
bones . when,1
. when we,1
when we got,1
we got outside,1
"got outside ,",1
"outside , i",1
", i told",1
him i thought,1
thought he was,1
a little rough,1
little rough with,1
rough with her,1
her . i,1
i ve seen,1
ve seen him,1
seen him operate,1
him operate before,1
"operate before ,",1
"before , and",1
and he usually,1
he usually wears,1
usually wears kid,1
wears kid gloves,1
kid gloves with,1
gloves with the,1
with the ladies,1
the ladies .,1
ladies . so,1
. so with,1
so with this,1
with this one,1
"this one ,",1
"one , he",1
he used a,1
used a sledgehammer,1
"a sledgehammer ,",1
"sledgehammer , and",1
and i wondered,1
i wondered why,1
wondered why .,1
why . and,1
and i told,1
him i disapproved,1
i disapproved .,1
disapproved . so,1
so what did,1
what did he,1
did he say,1
he say ?,1
? he said,1
he knew she,1
knew she was,1
she was lying,1
was lying from,1
lying from the,1
from the minute,1
the minute she,1
minute she opened,1
she opened her,1
opened her mouth,1
"her mouth ,",1
"mouth , and",1
he began wondering,1
began wondering why,1
wondering why .,1
why . how,1
. how did,1
how did he,1
did he know,1
he know ?,1
? he just,1
he just knew,1
just knew .,1
knew . that,1
s what was,1
what was so,1
was so uncanny,1
so uncanny about,1
uncanny about it,1
it . we,1
we checked all,1
checked all those,1
all those damn,1
those damn florists,1
"damn florists ,",1
"florists , and",1
", and nobody",1
and nobody made,1
nobody made a,1
made a delivery,1
a delivery at,1
delivery at six,1
at six in,1
six in the,1
"morning , and",1
", and none",1
and none of,1
none of them,1
of them were,1
them were evenopen,1
were evenopen before,1
evenopen before nine,1
before nine .,1
nine . the,1
. the husband,1
the husband could,1
husband could have,1
could have ordered,1
have ordered the,1
ordered the flowers,1
the flowers anywhere,1
flowers anywhere in,1
anywhere in the,1
"city , bert",1
", bert .",1
bert . sure,1
"sure , but",1
s pretty unlikely,1
"pretty unlikely ,",1
"unlikely , isn",1
s not a,1
not a guy,1
guy who works,1
who works in,1
works in an,1
in an office,1
an office some,1
office some place,1
some place .,1
place . he,1
s a seaman,1
"a seaman ,",1
"seaman , and",1
and when he,1
when he s,1
s not at,1
not at sea,1
"at sea ,",1
"sea , he",1
he s home,1
s home .,1
home . so,1
. so the,1
so the logical,1
logical place to,1
place to order,1
to order flowers,1
order flowers would,1
flowers would be,1
would be a,1
be a neighborhood,1
a neighborhood florist,1
neighborhood florist .,1
florist . so,1
i m tired,1
m tired .,1
tired . steve,1
. steve sent,1
steve sent a,1
sent a meat,1
meat cleaver to,1
cleaver to the,1
the lab .,1
lab . he,1
paused . she,1
. she didn,1
she didn t,1
didn t look,1
t look like,1
look like the,1
like the kind,1
dame who d,1
who d use,1
d use a,1
man . come,1
come here .,1
. she went,1
she went to,1
went to him,1
"to him ,",1
"him , climbing",1
", climbing into",1
climbing into his,1
into his lap,1
lap . he,1
. he kissed,1
he kissed her,1
kissed her and,1
her and said,1
ve got the,1
got the whole,1
the whole weekend,1
whole weekend .,1
weekend . steve,1
. steve s,1
steve s giving,1
s giving me,1
giving me his,1
me his sunday,1
his sunday .,1
sunday . oh,1
oh ? yes,1
? yes ?,1
yes ? you,1
? you feel,1
you feel funny,1
"feel funny ,",1
"funny , he",1
said . funny,1
. funny ?,1
funny ? how,1
? how ?,1
how ? i,1
know . softer,1
. softer .,1
softer . i,1
m not wearing,1
not wearing a,1
wearing a bra,1
a bra .,1
bra . how,1
. how come,1
how come ?,1
come ? i,1
wanted to feel,1
to feel free,1
feel free .,1
free . keep,1
. keep your,1
keep your hands,1
your hands off,1
hands off me,1
off me !,1
me ! she,1
! she said,1
she said suddenly,1
"said suddenly ,",1
"suddenly , and",1
and she leaped,1
she leaped out,1
leaped out of,1
out of his,1
of his lap,1
lap . now,1
now you are,1
you are the,1
are the kind,1
dame who would,1
who would use,1
would use a,1
"said , appraising",1
", appraising her",1
appraising her from,1
her from the,1
from the chair,1
the chair in,1
chair in which,1
in which he,1
which he sat,1
he sat .,1
sat . am,1
i ? she,1
? she answered,1
she answered coolly,1
answered coolly .,1
coolly . when,1
. when do,1
when do you,1
want to eat,1
to eat ?,1
eat ? later,1
later . where,1
. where are,1
where are we,1
are we going,1
we going tonight,1
going tonight ?,1
tonight ? claire,1
? claire asked,1
claire asked .,1
. no place,1
no place .,1
place . oh,1
oh ? i,1
have to be,1
to be back,1
be back at,1
the squad until,1
squad until monday,1
"monday morning ,",1
"morning , kling",1
"oh , is",1
and what i,1
what i planned,1
i planned was,1
planned was yes,1
was yes ?,1
i thought we,1
thought we could,1
we could get,1
could get into,1
get into bed,1
into bed right,1
bed right now,1
right now and,1
now and stay,1
and stay in,1
stay in bed,1
in bed all,1
bed all weekend,1
all weekend .,1
weekend . until,1
. until monday,1
morning . how,1
. how does,1
how does that,1
does that sound,1
that sound to,1
sound to you,1
to you ?,1
? it sounds,1
it sounds pretty,1
sounds pretty strenuous,1
pretty strenuous .,1
strenuous . yes,1
"yes , it",1
", it does",1
it does .,1
does . but,1
but i vote,1
i vote for,1
vote for it,1
have to think,1
to think about,1
i had my,1
had my heart,1
my heart set,1
heart set on,1
set on a,1
on a movie,1
movie . we,1
we can always,1
can always see,1
always see a,1
see a movie,1
"a movie ,",1
"movie , kling",1
said . anyway,1
". anyway ,",1
"anyway , i",1
i m hungry,1
m hungry right,1
hungry right now,1
"right now ,",1
"now , claire",1
", claire said",1
"claire said ,",1
"said , studying",1
", studying him",1
studying him narrowly,1
him narrowly .,1
narrowly . i,1
going to make,1
to make the,1
make the steaks,1
the steaks .,1
steaks . i,1
i d rather,1
d rather go,1
rather go to,1
go to bed,1
to bed .,1
bed . bert,1
". bert ,",1
"bert , she",1
"said , man",1
", man does",1
man does not,1
does not live,1
not live by,1
live by bed,1
by bed alone,1
bed alone .,1
alone . kling,1
kling rose suddenly,1
rose suddenly .,1
suddenly . they,1
they stood at,1
stood at opposite,1
at opposite ends,1
opposite ends of,1
ends of the,1
"room , studying",1
", studying each",1
studying each other,1
other . what,1
. what didyou,1
what didyou plan,1
didyou plan on,1
plan on doing,1
on doing tonight,1
doing tonight ?,1
tonight ? he,1
asked . eating,1
. eating steaks,1
"eating steaks ,",1
"steaks , she",1
and what else,1
what else ?,1
else ? a,1
? a movie,1
movie . and,1
. and tomorrow,1
and tomorrow ?,1
tomorrow ? claire,1
? claire shrugged,1
claire shrugged .,1
shrugged . come,1
"come here ,",1
"here , he",1
. come get,1
come get me,1
"get me ,",1
"me , she",1
answered . he,1
he went across,1
went across the,1
room to her,1
to her .,1
. she tilted,1
she tilted her,1
tilted her head,1
her head to,1
head to his,1
to his and,1
his and then,1
and then crossed,1
then crossed her,1
crossed her arms,1
her arms tightly,1
arms tightly over,1
tightly over her,1
over her breasts,1
her breasts .,1
breasts . all,1
"all weekend ,",1
"weekend , he",1
re a braggart,1
"a braggart ,",1
"braggart , she",1
", she whispered",1
she whispered .,1
whispered . you,1
re a doll,1
a doll .,1
doll . am,1
i ? you,1
? you re,1
re a lovely,1
a lovely doll,1
lovely doll .,1
doll . you,1
. you going,1
going to kiss,1
to kiss me,1
kiss me ?,1
me ? maybe,1
maybe . they,1
they stood not,1
stood not two,1
not two inches,1
two inches from,1
inches from each,1
from each other,1
"other , not",1
", not touching",1
"not touching ,",1
"touching , staring",1
", staring at",1
"other , savoring",1
", savoring this",1
savoring this moment,1
"moment , allowing",1
", allowing desire",1
allowing desire to,1
desire to leap,1
to leap between,1
leap between them,1
between them in,1
in a mounting,1
a mounting wave,1
mounting wave .,1
wave . he,1
. he put,1
he put his,1
put his hands,1
his hands on,1
hands on her,1
on her waist,1
"her waist ,",1
"waist , but",1
did not kiss,1
not kiss her,1
kiss her .,1
her . slowly,1
". slowly ,",1
"slowly , she",1
", she uncrossed",1
she uncrossed her,1
uncrossed her arms,1
her arms .,1
arms . you,1
you really have,1
really have no,1
have no bra,1
no bra on,1
bra on ?,1
on ? he,1
asked . big,1
. big weekend,1
big weekend lover,1
"weekend lover ,",1
"lover , she",1
", she murmured",1
she murmured .,1
murmured . can,1
t even find,1
even find out,1
find out for,1
out for himself,1
for himself whether,1
himself whether or,1
or not i,1
not i have,1
i have a,1
have a his,1
a his hands,1
his hands slid,1
hands slid under,1
slid under the,1
under the smock,1
the smock and,1
smock and he,1
he pulled claire,1
pulled claire to,1
claire to him,1
to him .,1
him . the,1
. the next,1
the next time,1
next time anyone,1
time anyone would,1
anyone would see,1
would see bert,1
see bert kling,1
bert kling would,1
kling would be,1
would be on,1
be on monday,1
morning . it,1
it would still,1
would still be,1
still be raining,1
be raining .,1
raining . sam,1
. sam grossman,1
sam grossman studied,1
grossman studied the,1
studied the airlines,1
the airlines bag,1
airlines bag for,1
bag for a,1
"time , and",1
and then took,1
then took off,1
took off his,1
off his eyeglasses,1
his eyeglasses .,1
eyeglasses . grossman,1
. grossman was,1
grossman was a,1
was a police,1
a police lieutenant,1
"police lieutenant ,",1
"lieutenant , a",1
", a laboratory",1
a laboratory technician,1
"laboratory technician ,",1
"technician , and",1
and the man,1
the man in,1
man in charge,1
in charge of,1
charge of the,1
of the police,1
the police lab,1
police lab downtown,1
lab downtown on,1
downtown on high,1
on high street,1
high street .,1
street . in,1
. in his,1
in his years,1
his years of,1
years of service,1
of service with,1
service with the,1
with the lab,1
"the lab ,",1
"lab , he",1
he had seen,1
had seen bodies,1
seen bodies or,1
bodies or portions,1
or portions of,1
portions of bodies,1
of bodies in,1
bodies in trunks,1
"in trunks ,",1
"trunks , valises",1
", valises ,",1
"valises , duffel",1
", duffel bags",1
"duffel bags ,",1
"bags , shopping",1
", shopping bags",1
"shopping bags ,",1
"bags , boxes",1
", boxes ,",1
"boxes , and",1
", and even",1
and even wrapped,1
even wrapped in,1
wrapped in old,1
in old newspapers,1
old newspapers .,1
newspapers . he,1
he had never,1
had never come,1
never come across,1
come across one,1
across one in,1
one in an,1
in an airline,1
an airline s,1
airline s overnight,1
s overnight bag,1
"bag , but",1
but he experienced,1
he experienced no,1
experienced no sensation,1
no sensation of,1
sensation of surprise,1
of surprise or,1
surprise or shock,1
or shock .,1
shock . the,1
. the inside,1
the inside of,1
inside of the,1
bag was covered,1
covered with dried,1
with dried blood,1
"dried blood ,",1
"blood , but",1
did not reel,1
not reel back,1
reel back at,1
at the sight,1
sight of it,1
he knew there,1
knew there was,1
there was work,1
was work to,1
work to be,1
to be done,1
"be done ,",1
"done , and",1
and he set,1
he set about,1
set about doing,1
about doing it,1
doing it .,1
he was somewhat,1
was somewhat like,1
somewhat like a,1
like a new,1
a new england,1
new england farmer,1
england farmer discovering,1
farmer discovering that,1
discovering that one,1
that one of,1
one of his,1
of his fields,1
his fields would,1
fields would make,1
would make an,1
make an excellent,1
an excellent pasture,1
excellent pasture if,1
pasture if only,1
if only it,1
only it were,1
it were cleared,1
were cleared of,1
cleared of rocks,1
of rocks and,1
rocks and stumps,1
and stumps .,1
stumps . the,1
the only way,1
only way to,1
way to clear,1
to clear the,1
clear the field,1
the field was,1
field was to,1
was to clear,1
to clear it,1
clear it .,1
he had already,1
had already examined,1
already examined the,1
examined the severed,1
"severed hand ,",1
", and reached",1
and reached the,1
reached the conclusion,1
the conclusion that,1
conclusion that it,1
impossible to get,1
to get any,1
get any fingerprint,1
any fingerprint impressions,1
from the badly,1
the badly mutilated,1
badly mutilated fingertips,1
mutilated fingertips .,1
fingertips . he,1
he had then,1
had then taken,1
then taken a,1
taken a sampling,1
a sampling of,1
sampling of blood,1
of blood from,1
blood from the,1
the hand for,1
hand for an,1
for an isoreaction,1
"test , and",1
", and concluded",1
and concluded that,1
concluded that the,1
that the blood,1
blood was in,1
the o group,1
o group .,1
group . now,1
. now he,1
now he examined,1
he examined the,1
examined the bag,1
the bag for,1
bag for latent,1
for latent fingerprints,1
"latent fingerprints ,",1
"fingerprints , and",1
", and found",1
and found none,1
found none .,1
none . he,1
"had not ,",1
"not , in",1
", in all",1
in all truth,1
"all truth ,",1
"truth , expected",1
", expected to",1
expected to find,1
to find any,1
find any .,1
any . the,1
person who d,1
who d mutilated,1
d mutilated that,1
mutilated that hand,1
that hand was,1
hand was a,1
person who was,1
who was very,1
was very conscious,1
very conscious of,1
conscious of fingerprints,1
"of fingerprints ,",1
"fingerprints , a",1
", a person",1
person who would,1
would have shown,1
have shown the,1
shown the same,1
the same caution,1
same caution in,1
caution in handling,1
in handling the,1
handling the bag,1
. he checked,1
he checked the,1
checked the bag,1
the bag next,1
bag next for,1
next for microscopic,1
